,name,sector,industry,country,mktCap,fullTimeEmployees
symbol,,,,,,
0001.HK,,,,,,
0002.HK,CLP HOLDINGS,Utilities,Utilities—Regulated Electric,Hong Kong,188725805056,7093
0003.HK,HK & CHINA GAS,Utilities,Utilities—Regulated Gas,Hong Kong,213966454784,53765
0004.HK,WHARF HOLDINGS,Real Estate,Real Estate Services,Hong Kong,61821833216,7100
0005.HK,HSBC HOLDINGS,Financial Services,Banks—Diversified,United Kingdom,912742350848,226059
0006.HK,POWER ASSETS,Utilities,Utilities—Independent Power Producers,Hong Kong,96788684800,13
0007.HK,HK FINANCE INV,Technology,Electronics & Computer Distribution,Hong Kong,488000000,168
0008.HK,PCCW,Communication Services,Telecom Services,Hong Kong,34010417152,22900
0009.HK,KEYNE LTD,Real Estate,Real Estate—Development,Hong Kong,231971344,68
0010.HK,HANG LUNG GROUP,Real Estate,Real Estate—Diversified,Hong Kong,26477281280,4500
0011.HK,HANG SENG BANK,Financial Services,Banks—Regional,Hong Kong,284481781760,9628
0012.HK,HENDERSON LAND,Real Estate,Real Estate Services,Hong Kong,162657583104,9065
0014.HK,HYSAN DEV,Real Estate,Real Estate Services,Hong Kong,30833035264,489
0015.HK,,,,,,
0016.HK,SHK PPT,Real Estate,Real Estate—Development,Hong Kong,330661789696,39500
0017.HK,NEW WORLD DEV,Real Estate,Real Estate—Diversified,Hong Kong,96981778432,38000
0018.HK,ORIENTAL PRESS,Communication Services,Publishing,Hong Kong,1198960000,1189
0019.HK,SWIRE PACIFIC A,Industrials,Conglomerates,Hong Kong,77271367680,86000
0021.HK,GREAT CHI PPT,Real Estate,Real Estate Services,Hong Kong,989832256,97
0022.HK,MEXAN,Consumer Cyclical,Lodging,Hong Kong,245798752,108
0023.HK,BANK OF E ASIA,Financial Services,Banks—Regional,Hong Kong,48247181312,9539
0024.HK,BURWILL,Basic Materials,Steel,Hong Kong,362925024,6
0025.HK,CHEVALIER INT'L,Industrials,Conglomerates,Hong Kong,2958894336,4000
0026.HK,,,,,,
0027.HK,,,,,,
0028.HK,TIAN AN,Real Estate,Real Estate—Development,Hong Kong,7248139264,1337
0029.HK,DYNAMIC HOLD,Real Estate,Real Estate Services,Hong Kong,3151955200,55
0030.HK,BAN LOONG HOLD,Financial Services,Capital Markets,Hong Kong,3288556544,31
0031.HK,CHINA AEROSPACE,Technology,Electronic Components,Hong Kong,1943562496,6840
0032.HK,CROSS-HAR(HOLD),Consumer Defensive,Education & Training Services,Hong Kong,5217632256,676
0033.HK,AMBER HILL FIN,Financial Services,Asset Management,Hong Kong,1155076736,27
0034.HK,KOWLOON DEV,Real Estate,Real Estate—Development,Hong Kong,10119018496,3185
0035.HK,FE CONSORT INTL,Real Estate,Real Estate—Development,Hong Kong,6945732096,3700
0036.HK,FE HLDGS INTL,Consumer Cyclical,Apparel Manufacturing,Hong Kong,174259200,8
0037.HK,FE HOTELS,Consumer Cyclical,Lodging,Hong Kong,84278112,70
0038.HK,FIRST TRACTOR,Industrials,Farm & Heavy Construction Machinery,China,3899065600,7609
0039.HK,CH BEIDAHUANG,Consumer Defensive,Grocery Stores,Hong Kong,522910912,149
0040.HK,GOLD PEAK,Technology,Electronic Components,Hong Kong,564979008,7740
0041.HK,GREAT EAGLE H,Consumer Cyclical,Lodging,Hong Kong,19749728256,4799
0042.HK,NE ELECTRIC,Consumer Cyclical,Lodging,China,1439145216,162
0043.HK,C.P. POKPHAND,Consumer Defensive,Farm Products,Hong Kong,24071800832,37000
0045.HK,HK&S HOTELS,Consumer Cyclical,Lodging,Hong Kong,12911669248,5609
0046.HK,COMPUTER & TECH,Technology,Information Technology Services,Hong Kong,648668800,374
0047.HK,HOP HING GROUP,Consumer Cyclical,Restaurants,Hong Kong,447715712,7400
0048.HK,C AUTO INT DECO,Consumer Cyclical,Textile Manufacturing,Hong Kong,77396720,98
0050.HK,HK FERRY (HOLD),Real Estate,Real Estate—Diversified,Hong Kong,2148258816,200
0051.HK,HARBOUR CENTRE,Real Estate,Real Estate—Development,Hong Kong,5601100288,1200
0052.HK,FAIRWOOD HOLD,Consumer Cyclical,Restaurants,Hong Kong,2251283456,5700
0053.HK,GUOCO GROUP,Industrials,Conglomerates,Hong Kong,31424370688,9800
0055.HK,NEWAY GROUP,Industrials,Specialty Business Services,Hong Kong,105260184,1470
0056.HK,,,,,,
0057.HK,CHEN HSONG HOLD,Industrials,Specialty Industrial Machinery,Hong Kong,1488055424,2200
0058.HK,SUNWAY INT'L,Basic Materials,Building Materials,Hong Kong,59268004,420
0059.HK,,,,,,
0060.HK,HK FOOD INV,Consumer Defensive,Food Distribution,Hong Kong,192093648,40
0061.HK,GREEN LEADER,Basic Materials,Coking Coal,Hong Kong,78412744,642
0062.HK,TRANSPORT INT'L,Industrials,Railroads,Hong Kong,7077912576,13000
0063.HK,CHI ASIA VALLEY,Real Estate,Real Estate Services,Hong Kong,296005472,23
0064.HK,GET NICE,Financial Services,Capital Markets,Hong Kong,1961529984,77
0065.HK,GRAND OCEAN AR,Energy,Thermal Coal,Hong Kong,706635648,472
0066.HK,MTR CORPORATION,Industrials,Railroads,Hong Kong,271625502720,34209
0067.HK,,,,,,
0068.HK,LEE HING,Financial Services,Asset Management,Hong Kong,76326112,9
0069.HK,SHANGRI-LA ASIA,Consumer Cyclical,Lodging,Hong Kong,29042714624,29200
0070.HK,RICH GOLDMAN,Consumer Cyclical,Resorts & Casinos,Hong Kong,149289136,26
0071.HK,MIRAMAR HOTEL,Industrials,Conglomerates,Hong Kong,9825451008,1241
0072.HK,MODERN MEDIA,Communication Services,Advertising Agencies,Hong Kong,78903544,415
0073.HK,ASIAN CITRUS,Consumer Defensive,Farm Products,Hong Kong,556089792,29
0075.HK,Y.T. REALTY,Real Estate,Real Estate Services,Hong Kong,1191339904,28
0076.HK,ELATE HOLDINGS,Technology,Electronic Components,Hong Kong,126119336,339
0077.HK,AMS TRANSPORT,Industrials,Railroads,Hong Kong,179462576,1295
0078.HK,,,,,,
0079.HK,CENTURY LEGEND,Consumer Cyclical,Personal Services,Hong Kong,48208296,45
0080.HK,CNEWECON FUND,Financial Services,Asset Management,Hong Kong,119429648,6
0081.HK,CH OVS G OCEANS,Real Estate,Real Estate—Development,Hong Kong,16740230144,2974
0082.HK,,,,,,
0083.HK,SINO LAND,Real Estate,Real Estate—Development,Hong Kong,79421865984,6500
0084.HK,STELUX HOLDINGS,Consumer Cyclical,Luxury Goods,Hong Kong,85810544,1078
0085.HK,CE HUADA TECH,Technology,Semiconductors,Hong Kong,1664493312,370
0086.HK,SUN HUNG KAI CO,Financial Services,Capital Markets,Hong Kong,7929560064,2219
0087.HK,SWIRE PACIFIC B,Industrials,Conglomerates,Hong Kong,76031320064,86000
0088.HK,TAI CHEUNG HOLD,Real Estate,Real Estate—Development,Hong Kong,3038252544,171
0089.HK,TAI SANG LAND,Real Estate,Real Estate Services,Hong Kong,1222597632,161
0090.HK,PUXING ENERGY,Utilities,Utilities—Renewable,China,293504000,254
0091.HK,GOLDEN CEN INTL,Technology,Electronics & Computer Distribution,Hong Kong,238978848,41
0092.HK,CHAMPION TECH,Technology,Information Technology Services,Hong Kong,95736336,202
0093.HK,TERMBRAY IND,Real Estate,Real Estate Services,Hong Kong,840306624,38
0094.HK,GREENHEART GP,Basic Materials,Lumber & Wood Production,Hong Kong,231873744,198
0095.HK,LVGEM CHINA,Real Estate,Real Estate—Diversified,Hong Kong,10489540608,1856
0096.HK,YUSEI,Consumer Cyclical,Auto Parts,China,751128960,2300
